anon_id,gender,birth_year,native_language,language_used_at_home,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,course_history,yrs_of_english_learning,yrs_in_english_environment,age
at2,Female,1976,Chinese,Chinese,French,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud,Japanese,1-2 years,no,Studied by myself,,,no,,732;733;734;735;736;801;807;808;809;810;881,more than 5 years,less than 1 year,33
gr4,Male,1991,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes,,,no,,,,no,,724;725;726;727;728,more than 5 years,less than 1 year,19
by5,Female,1989,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,724;725;726;727;728;802;803;809;810;811,more than 5 years,less than 1 year,21
bm8,Male,1980,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,657;658;659;660;661;724;725;726;727;728;798;801;883;884;885;886;887,1-2 years,none,30
fm9,Male,1985,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,657;658;659;660;661;724;725;726;727;728;788;791;802;857;866;879;881;882;922;923;926;939;940;1003;1004;1005;1006;1007,less than 1 year,1-2 years,25
bi3,Female,1987,Arabic,Arabic,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,659;660;661;662;663;724;725;726;727;728;798;801;802;804;805;888;889;890;891;892,3-5 years,less than 1 year,23
aw4,Male,1989,Arabic,Arabic,English,less than 1 year,no,other,Spanish,less than 1 year,no,Studied by myself;other,,,no,,662;663;664;665;666;724;725;726;727;728;797;801;866;889;890;891;892;944;952;953;955;956,less than 1 year,less than 1 year,21
bk0,Female,1984,Vietnamese,Vietnamese,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,724;725;726;727;728,more than 5 years,less than 1 year,25
bs5,Male,1984,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays,,,no,,,,no,,657;658;659;660;661;724;725;726;727;728;801;802;803;804;805;873;874;875;876;877,less than 1 year,less than 1 year,26
ab8,Male,1985,Arabic,Arabic;English,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;other,,,no,,,,no,,657;658;659;660;666;724;725;726;727;728;803;816;842;857;889,1-2 years,1-2 years,25
ds3,Male,1976,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays,,,no,,,,no,,662;663;664;665;666;724;725;726;727;728;786;808,1-2 years,1-2 years,34
ct4,Male,1981,Arabic,Arabic,English,1-2 years,yes,Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,,no,,,,no,,657;658;659;660;661;724;725;726;727;728;807;808;810;811;812;883;884;885;886;887,1-2 years,less than 1 year,29
ef4,Female,1988,Korean,Korean,English,3-5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud,Japanese,less than 1 year,no,other,,,no,,657;661;674;675;683;708;729;732;752,3-5 years,less than 1 year,22
cd5,Male,1983,Vietnamese,Vietnamese,English,3-5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation,,,no,,,,no,,708,3-5 years,less than 1 year,27
ew7,Male,1986,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,718;719;720;735;736;787;788;791;804;805,more than 5 years,less than 1 year,24
bx4,Female,1984,Chinese,Taiwanese;Chinese,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,no,,,,no,,729;730;735;736;737;803,more than 5 years,less than 1 year,26
ax3,Male,1986,Arabic,Arabic,English,less than 1 year,yes,Worked in pairs/groups;Practiced speaking in class;Teacher spoke to me in English,,,no,,,,no,,719;723;734;735;736;782;796;798;799;800;876;877;878;879;880,less than 1 year,less than 1 year,24
dq7,Female,1988,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,733;734;735;737,more than 5 years,3-5 years,22
ao4,Male,1985,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,719;723;734;735;736;798;799;800;818;819;883;884;885;886;887;946;952;953;954;955,more than 5 years,more than 5 years,25
cz6,Male,1990,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,719;734;735;736;737;790;791;792;803;804;869;870;872;888;891,1-2 years,1-2 years,20
gu1,Male,1971,Spanish,Spanish,English,1-2 years,no,Studied by myself;I lived in a country where they spoke English,,,no,,,,no,,734;735;736;754;758,less than 1 year,1-2 years,39
ck1,Male,1992,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,715;718;743;745;746;797;800;812;819;820,more than 5 years,none,18
cu4,Male,1987,Arabic,Arabic;English,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,719;720;723;745;746;792;793;796;809;810;888;889;890;891;892,3-5 years,less than 1 year,23
br4,Female,1985,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes,,,no,,,,no,,749;750;752;753;797;798;800;801;812,more than 5 years,less than 1 year,25
dl9,Male,1983,Arabic,Arabic;English,English,more than 5 years,no,Studied by myself;other,,,no,,,,no,,743;744;745;746;747,more than 5 years,3-5 years,27
ds6,Female,1984,Arabic,Arabic;English,English,3-5 years,no,Studied by myself;I lived in a country where they spoke English,,,no,,,,no,,659;660;661;662;663;743;744;745;746;747;788;791;802;804;805,3-5 years,1-2 years,28
do9,Female,1985,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced reading aloud;Wrote paragrphs/essays,Arabic,more than 5 years,no,I lived in a country where they spoke Arabic,,none,no,other,662;663;664;665;666;743;744;745;746;747;797;798;801,less than 1 year,less than 1 year,25
bw4,Male,1991,Arabic,Arabic,English,less than 1 year,no,Studied by myself;I learned from my friend who is a native speaker,,,no,,,,no,,720;724;726;727;728;793;796;807;809;810;866;873;875;876;877,3-5 years,less than 1 year,19
cu1,Male,1986,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,no,,,,no,,774;775;818;819;820;863;864;873;874;875;952;953;955;956;957,more than 5 years,more than 5 years,24
cn0,Male,1984,Arabic,Arabic;English,English,1-2 years,no,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,,,no,,,,no,,861;862;863;864;865;944;952;953;955;956,1-2 years,less than 1 year,27
au7,Male,1984,Arabic,Arabic,,3-5 years,no,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke saudi signe language,,,no,,,,no,,770;771;778;779;781;860;861;862;863;864;952;953;954;955;956,1-2 years,1-2 years,27
ey0,Male,1992,Chinese,Chinese,English,3-5 years,no,Studied by myself,Arabic,less than 1 year,no,I learned from my friend who is a native speaker,,,no,,863;864;865;866;867,3-5 years,less than 1 year,19
dj3,Male,1911,Russian,Russian;Turkish;Georgian,Turkish,1-2 years,no,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke Turkish,Arabic,less than 1 year,yes,Studied grammar;Listened to audio materials;Teacher spoke to me in French,French,less than 1 year,yes,Studied grammar;Listened to audio materials;Teacher spoke to me in French,770;771;778;779;781;855;860;862;863;864,1-2 years,less than 1 year,100
eq4,Female,1979,Chinese,Chinese,English,3-5 years,yes,Studied grammar;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes,,,no,,,,no,,770;771;778;779;781;862;863;864;865;866;945;952;953;954;956;1002;1008;1009;1010;1011,3-5 years,3-5 years,32
ga9,Female,1985,Arabic,Arabic,English,3-5 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,Turkish,less than 1 year,no,I learned from my friend who is a native speaker,,,no,,860;861;863;864;867;944;945;952;953;956;998;999;1000;1001;1002,3-5 years,1-2 years,26
hb9,Male,1986,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes,,,no,,,,no,,770;773;774;776;790;863;864;865;866;867;927;928;949;950;951;998;1000;1001;1002;1004,more than 5 years,3-5 years,25
fw7,Female,1983,Chinese,Taiwanese;Chinese;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,Japanese,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French;Studied pronunciation,French,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French,851;860;862;863;864;928;947;949;950;951;1066;1067;1070,more than 5 years,less than 1 year,27
fz0,Male,1985,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,772;773;774;775;776;863;864;865;866;867;922;943;944;945;946;1008;1009;1010;1011;1012;1064,1-2 years,1-2 years,26
fs3,Male,1984,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,770;773;774;775;776;863;864;865;866;867;947;948;950;951;957;998;999;1000;1001;1002,more than 5 years,less than 1 year,26
dt8,Male,1988,Arabic,Arabic,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,less than 1 year,yes,Had a native-speaker teacher;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation,,,no,,770;773;774;775;776;860;861;862;863;864;922;923;926;944;945;1003;1004;1005;1006;1007,3-5 years,1-2 years,24
fs0,Male,1986,Korean,Korean,English,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Wrote paragrphs/essays,Japanese,less than 1 year,no,I learned from my friend who is a native speaker,,,no,,770;771;778;779;781;862;863;864;865;866;943;951,less than 1 year,less than 1 year,24
fs6,Male,1985,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;other,,,no,,,,no,,846;847;855;858;859;927;928;929;930;931;989;1003;1005;1006;1007,more than 5 years,1-2 years,25
bw2,Male,1986,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,855;856;857;858;859;948;950;952;956;957;998;999;1000;1001;1002,less than 1 year,less than 1 year,25
ax2,Male,1982,Thai,Thai;English,Korean,less than 1 year,no,I learned from my friend who is a native speaker,Chinese,less than 1 year,no,I learned from my friend who is a native speaker,,,no,,858;859;868;869;870;928;947;949;950;956,more than 5 years,more than 5 years,29
ba9,Male,1984,Arabic,Arabic;English,English,more than 5 years,no,other,,,no,,,,no,,857;858;859;868;869;942;943;945;946;957;998;999;1000;1001;1002,more than 5 years,less than 1 year,27
gh8,Female,1985,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud,,,no,,,,no,,855;856;858;859;870;942;943;944;945;946;998;999;1000;1001;1002,more than 5 years,1-2 years,26
hb8,Male,1982,Arabic,Arabic,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud,,,no,,,,no,,719;720;721;722;723;771;777;778;779;781;845;847;856;858;859;921;927;928;929;950,less than 1 year,less than 1 year,25
fn0,Female,1988,Arabic,Arabic,English,3-5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Teacher corrected my mistakes,Turkish,less than 1 year,no,Studied by myself;I learned from my friend who is a native speaker,IndonisianFrench,less than 1 year,no,I learned from my friend who is a native speaker,772;773;774;775;776;855;856;857;858;859;932;933;936;944;945;983;984;1005;1006;1007,3-5 years,less than 1 year,23
